tconst,numVotes,averageRating
tt0086551,7547,7.2
tt0086557,232,5.7
tt0086642,183,6.2
tt0086650,7306,7.1
tt0086654,140,4.7
tt0086655,5446,7.2
tt0086707,100,5.6
tt0086852,304,5.8
tt0086869,122,3.9
tt0086889,658,6.9
tt0086890,1177,6.7
tt0086902,1451,5.6
tt0086909,40,5.1
tt0086934,679,6.8
tt0086942,756,6.3
tt0086953,62,5.9
tt0086964,349,5.4
tt0086968,118,6.7
tt0086975,207,5.9
tt0086988,576,6.3
tt0086989,516,4.4
tt0086994,4051,6.9
tt0087002,354,5.8
tt0087034,1727,7.4
tt0087035,58,4.9
tt0087039,739,6.5
tt0087144,1502,6.6
tt0087168,134,4.1
tt0087188,6792,7.5
tt0087205,195,6.6
tt0087207,51,4.8
tt0087238,334,6.0
tt0087246,892,6.9
tt0087250,1788,6.4
tt0087284,1117,6.3
tt0087287,452,4.6
tt0087289,399,4.5
tt0087310,464,5.7
tt0087314,249,5.3
tt0087315,308,4.7
tt0087376,369,6.9
tt0087412,459,3.6
tt0087509,92,4.7
tt0087512,43,5.1
tt0087514,2968,6.2
tt0087515,171,6.3
tt0087520,1378,6.0
tt0087566,778,6.8
tt0087640,59,6.1
tt0087641,139,5.3
tt0087657,139,4.1
tt0087681,1618,6.6
tt0087693,59,5.9
tt0087696,131,7.9
tt0087742,2296,6.1
tt0087784,281,4.4
tt0087818,1172,6.4
tt0087821,5441,7.3
tt0087883,73,5.9
tt0087884,120795,8.1
tt0087885,449,5.1
tt0087888,356,6.3
tt0087903,3338,5.2
tt0087917,759,5.4
tt0087918,435,5.0
tt0087927,159,6.0
tt0087944,195,4.7
tt0087964,355,5.3
tt0088002,5022,7.2
tt0088004,491,5.8
tt0088038,625,5.3
tt0088100,3776,2.8
tt0088122,144,4.9
tt0088138,307,5.1
tt0088156,118,5.4
tt0088167,1198,6.4
tt0088200,254,5.9
tt0088202,559,5.2
tt0088294,107,4.8
tt0088297,217,6.7
tt0088300,338,3.7
tt0088305,8,4.2
tt0088315,2197,6.5
tt0088318,3149,7.4
tt0088320,131,4.5
tt0088344,845,4.8
tt0088354,239,6.7
tt0088357,518,6.1
tt0088358,192,4.9
tt0088359,1004,4.7
tt0088362,92,4.5
tt0088383,383,6.2
tt0088462,594,6.1
tt0088463,178,4.5
tt0088658,1236,7.0
tt0088714,1406,6.0
tt0088715,384,5.9
tt0088717,75,6.2
tt0088743,32,6.3
tt0088748,10575,6.8
tt0088768,335,6.5
tt0088818,1490,5.7
tt0088873,908,4.7
tt0089055,200,4.9
tt0089061,263,6.0
tt0089066,2370,5.7
tt0089072,2145,6.9
tt0089081,300,6.9
tt0089082,30,4.7
tt0089164,408,5.7
tt0089186,120,4.4
tt0089231,153,4.0
tt0089251,297,4.8
tt0089256,815,4.7
tt0089272,274,6.9
tt0089300,121,5.6
tt0089312,405,6.5
tt0089366,3760,6.4
tt0089367,146,7.0
tt0089386,199,4.7
tt0089484,237,4.5
tt0089554,303,4.6
tt0089577,59,5.1
tt0089607,456,5.9
tt0089613,162,4.1
tt0089677,156,5.7
tt0089710,84,5.3
tt0089726,751,6.1
tt0089727,342,3.6
tt0089739,450,6.7
tt0089762,965,5.6
tt0089766,91,4.9
tt0089775,324,4.7
tt0089776,1260,5.6
tt0089821,3025,6.5
tt0089832,2249,6.5
tt0089860,1824,6.8
tt0089867,237,6.1
tt0089881,137262,8.2
tt0089902,3086,6.4
tt0089929,723,5.1
tt0089935,304,6.3
tt0089950,300,5.3
tt0089960,13890,7.6
tt0089977,956,5.5
tt0090015,10654,8.7
tt0090052,191,6.9
tt0090055,821,6.6
tt0090058,144,5.1
tt0090095,16451,6.5
tt0090125,697,7.2
tt0090146,93,5.3
tt0090171,467,6.9
tt0090193,217,4.6
tt0090199,263,6.2
tt0090206,3966,6.6
tt0090210,24,7.1
tt0090228,567,5.9
tt0090234,138,7.1
tt0090235,441,5.0
tt0090268,104,6.3
tt0090341,55,6.9
tt0090382,116,4.3
tt0090385,217,5.7
tt0090386,90,6.7
tt0090557,5916,7.4
tt0090561,963,6.3
tt0090563,23490,7.3
tt0090565,3567,7.5
tt0090623,47,5.8
tt0090624,236,4.8
tt0090642,353,3.8
tt0090647,455,6.8
tt0090665,2095,6.7
tt0090667,12578,7.1
tt0090671,383,6.3
tt0090706,80,7.6
tt0090734,298,5.3
tt0090762,74,6.2
tt0090795,463,4.6
tt0090815,822,5.5
tt0090870,134,5.2
tt0090874,575,5.3
tt0090879,558,5.5
tt0090932,202,4.9
tt0090933,711,5.4
tt0090944,1876,5.7
tt0090963,190,6.2
tt0090982,4449,7.9
tt0090986,457,6.3
tt0091025,354,4.5
tt0091035,572,6.2
tt0091036,86,6.7
tt0091038,316,6.7
tt0091039,25,5.0
tt0091089,488,5.1
tt0091093,7954,7.0
tt0091113,5573,7.2
tt0091119,291,4.5
tt0091144,83,5.1
tt0091180,30,5.4
tt0091241,16,5.7
tt0091244,560,5.8
tt0091270,1613,6.5
tt0091287,260,5.7
tt0091288,27688,8.1
tt0091296,64,4.7
tt0091304,89,6.4
tt0091322,739,5.9
tt0091385,39,5.1
tt0091401,211,6.9
tt0091410,1088,6.4
tt0091429,162,5.4
tt0091437,168,5.1
tt0091461,330,6.8
tt0091467,125,7.1
tt0091480,24095,8.0
tt0091497,9409,7.2
tt0091498,1282,6.0
tt0091506,2966,7.2
tt0091507,1850,7.1
tt0091525,414,5.8
tt0091529,84,7.5
tt0091530,66199,7.4
tt0091535,153,6.6
tt0091556,291,6.5
tt0091574,1384,5.7
tt0091588,114,6.3
tt0091590,127,7.1
tt0091605,118231,7.7
tt0091616,211,6.3
tt0091646,174,6.8
tt0091656,671,5.7
tt0091670,31201,7.9
tt0091712,476,5.9
tt0091715,433,6.1
tt0091730,633,4.6
tt0091736,40,4.6
tt0091757,9517,6.0
tt0091801,118,5.7
tt0091813,33,7.4
tt0091830,10619,7.6
tt0091847,857,4.3
tt0091871,291,6.5
tt0091885,83,5.9
tt0091956,221,5.3
tt0091980,199,6.6
tt0091982,1808,5.8
tt0092038,1348,7.1
tt0092068,3634,6.9
tt0092070,660,3.4
tt0092090,1001,7.3
tt0092121,659,5.6
tt0092129,48,3.2
tt0092130,815,5.8
tt0092131,112,6.2
tt0092219,598,6.9
tt0092262,57,5.6
tt0092310,56,4.7
tt0092521,425,6.1
tt0092550,5724,7.5
tt0092588,491,6.4
tt0092593,36299,8.0
tt0092598,23,7.4
tt0092639,261,6.8
tt0092665,22,3.8
tt0092703,35,4.4
tt0092719,407,6.4
tt0092739,82,6.7
tt0092764,113,4.7
tt0092773,73,6.6
tt0092774,51,5.5
tt0092781,337,5.9
tt0092786,30,3.0
tt0092797,1077,6.3
tt0092800,1311,6.6
tt0092837,131,6.0
tt0092875,45,5.9
tt0092882,113,5.1
tt0092931,416,6.4
tt0092962,1140,3.2
tt0092966,341,6.2
tt0092995,5504,5.6
tt0093004,2509,7.4
tt0093057,234,4.7
tt0093104,1778,6.7
tt0093111,1781,7.3
tt0093191,77811,7.9
tt0093205,36,6.9
tt0093234,103,4.7
tt0093244,117,5.5
tt0093245,43,4.9
tt0093261,316,6.3
tt0093295,1565,7.2
tt0093323,147,5.3
tt0093340,209,4.6
tt0093371,2237,6.9
tt0093389,112173,7.7
tt0093411,348,4.6
tt0093453,679,7.2
tt0093481,268,5.6
tt0093489,3070,5.8
tt0093504,339,4.8
tt0093505,1725,6.8
tt0093531,225,6.6
tt0093535,235,4.0
tt0093556,237,6.5
tt0093575,156,5.7
tt0093641,187,6.3
tt0093655,286,6.1
tt0093657,20,6.7
tt0093680,78,6.3
tt0093709,787,6.5
tt0093729,75,5.5
tt0093733,499,7.4
tt0093765,673,6.3
tt0093769,352,6.5
tt0093778,213,3.2
tt0093888,108,4.7
tt0093908,208,4.2
tt0093911,41,5.4
tt0093965,90,7.0
tt0094002,779,6.0
tt0094011,3817,6.7
tt0094076,1075,7.3
tt0094105,1341,7.0
tt0094107,67,4.8
tt0094159,244,6.4
tt0094178,99,7.0
tt0094208,779,5.8
tt0094218,282,6.3
tt0094229,528,6.7
tt0094245,76,5.4
tt0094264,287,4.6
tt0094265,203,5.9
tt0094349,2776,6.9
tt0094400,16,6.2
tt0094405,808,6.5
tt0094596,1407,6.0
tt0094639,75,5.4
tt0094662,94,6.8
tt0094709,1176,6.8
tt0094711,109,6.8
tt0094713,2769,6.7
tt0094777,108,7.1
tt0094786,214,5.7
tt0094828,7437,7.3
tt0094833,540,7.1
tt0094866,48,5.3
tt0094868,4553,7.3
tt0094872,874,6.2
tt0094881,105,6.2
tt0094911,29,5.4
tt0094932,568,4.9
tt0094950,271,3.3
tt0094959,1175,7.2
tt0095008,238,5.7
tt0095094,949,3.2
tt0095097,200,7.0
tt0095099,35,5.6
tt0095125,1845,5.8
tt0095150,181,5.5
tt0095174,58197,6.8
tt0095184,302,5.4
tt0095203,125,6.3
tt0095250,55374,7.5
tt0095341,1610,7.6
tt0095386,2806,6.9
tt0095511,1818,7.0
tt0095513,2201,7.1
tt0095525,5403,7.0
tt0095567,649,7.0
tt0095569,27,6.2
tt0095582,170,5.0
tt0095584,75,6.8
tt0095625,75,6.3
tt0095633,359,6.6
tt0095651,185,5.9
tt0095689,126,4.2
tt0095710,888,5.5
tt0095718,210,6.1
tt0095729,288,6.8
tt0095761,26,5.0
tt0095765,285112,8.5
tt0095773,500,7.0
tt0095800,19189,7.7
tt0095839,325,6.8
tt0095842,181,6.8
tt0095860,60,5.0
tt0095898,71,4.6
tt0095905,123,5.5
tt0095915,87,6.1
tt0095943,1225,7.0
tt0096026,282,5.1
tt0096028,10157,7.9
tt0096041,20,5.8
tt0096163,45534,7.7
tt0096201,247,4.3
tt0096209,283,7.1
tt0096280,1693,6.1
tt0096288,9770,7.9
tt0096309,458,6.2
tt0096336,5814,7.5
tt0096337,956,6.8
tt0096338,104,4.7
tt0096342,621,5.8
tt0096351,208,7.7
tt0096386,4742,6.8
tt0096396,393,5.3
tt0096488,351,6.1
tt0096517,2000,6.6
tt0096523,2361,5.8
tt0096740,1090,7.1
tt0096741,2811,6.4
tt0096828,452,6.8
tt0096842,8862,6.4
tt0096852,1118,6.4
tt0096854,233,6.3
tt0096857,125,6.0
tt0096869,1124,6.3
tt0096871,2350,6.0
tt0096877,167,3.8
tt0096878,357,6.9
tt0096968,378,7.2
tt0096994,964,6.4
tt0097002,64,7.0
tt0097051,1323,7.3
tt0097098,342,4.7
tt0097101,58,5.9
tt0097102,41,5.3
tt0097106,5842,7.1
tt0097108,42056,7.5
tt0097115,934,5.7
tt0097140,124,6.6
tt0097252,350,4.1
tt0097263,1818,5.3
tt0097278,278,6.0
tt0097279,177,6.3
tt0097292,1245,6.4
tt0097297,373,7.3
tt0097318,108,3.7
tt0097353,413,6.1
tt0097376,496,6.3
tt0097515,313,6.2
tt0097555,814,5.4
tt0097574,345,6.2
tt0097583,172,6.9
tt0097588,66,4.3
tt0097614,634,6.8
tt0097617,64,6.4
tt0097635,7574,7.5
tt0097802,92,6.8
tt0097820,28,4.3
tt0097823,37,6.8
tt0097836,189,6.1
tt0097839,1536,6.8
tt0097871,1163,6.7
tt0097872,2225,6.1
tt0097884,3441,7.2
tt0097900,71,3.8
tt0097904,7160,7.5
tt0097957,59,5.2
tt0097985,89,6.2
tt0097995,2824,6.9
tt0097998,209,5.8
tt0098000,530,6.9
tt0098052,1159,5.1
tt0098078,475,5.7
tt0098087,2339,6.8
tt0098088,95,7.1
tt0098120,78,6.8
tt0098154,79,4.6
tt0098157,2064,4.8
tt0098161,246,5.8
tt0098194,3941,5.9
tt0098197,579,6.9
tt0098220,1828,6.9
tt0098221,216,4.3
tt0098226,537,6.1
tt0098227,306,7.9
tt0098238,1870,7.6
tt0098341,218,7.5
tt0098396,604,5.6
tt0098407,1429,5.3
tt0098488,326,6.3
tt0098520,3032,6.7
tt0098530,111,5.4
tt0098531,186,5.6
tt0098534,44,6.3
tt0098552,774,6.9
tt0098575,14356,7.0
tt0098578,287,4.7
tt0098584,273,5.9
tt0098596,2132,7.5
tt0098606,3333,6.3
tt0098609,158,5.5
tt0098615,744,6.2
tt0098669,852,7.2
tt0098684,769,7.1
tt0098961,1047,5.4
tt0098986,252,6.3
tt0099009,218,6.3
tt0099027,69,6.2
tt0099072,373,6.1
tt0099074,59,4.8
tt0099098,90,5.8
tt0099122,43,6.2
tt0099127,424,6.4
tt0099132,125,5.2
tt0099162,13,6.2
tt0099200,919,6.2
tt0099214,59,6.8
tt0099218,213,6.5
tt0099238,104,5.1
tt0099266,5704,7.6
tt0099296,325,6.1
tt0099334,26094,7.5
tt0099341,850,6.9
tt0099344,177,5.6
tt0099351,368,4.0
tt0099403,45,4.7
tt0099406,517,6.2
tt0099430,573,5.6
tt0099436,1071,7.0
tt0099442,67,5.7
tt0099445,536,4.8
tt0099446,803,6.8
tt0099472,28832,6.8
tt0099513,64,6.9
tt0099607,348,6.7
tt0099621,77,5.5
tt0099635,153,6.6
tt0099669,7103,7.6
tt0099699,25970,6.3
tt0099724,489,5.5
tt0099726,23743,6.7
tt0099776,17580,7.6
tt0099818,7725,7.2
tt0099826,1253,5.1
tt0099827,584,6.0
tt0099855,47,4.3
tt0099858,811,6.5
tt0099874,135,5.8
tt0099901,775,4.8
tt0099965,362,6.1
tt0100112,10423,7.1
tt0100128,171,4.4
tt0100161,2824,5.9
tt0100174,77,6.2
tt0100257,386,6.1
tt0100263,76955,7.3
tt0100269,988,7.2
tt0100277,524,6.1
tt0100303,3067,6.1
tt0100315,135,6.5
tt0100319,251,3.6
tt0100337,1225,7.4
tt0100357,516,6.7
tt0100393,309,7.0
tt0100420,80,6.5
tt0100425,549,4.4
tt0100428,117,3.9
tt0100440,877,5.8
tt0100473,84,6.8
tt0100496,2237,6.2
tt0100536,1224,6.7
tt0100541,357,5.7
tt0100587,857,7.7
tt0100650,889,7.1
tt0100678,161,4.9
tt0100681,4476,7.7
tt0100747,3743,7.1
tt0100757,2008,7.3
tt0100762,996,5.1
tt0100784,671,6.9
tt0100805,31,5.0
tt0100815,86,5.2
tt0100840,215,5.8
tt0100851,1499,7.0
tt0100869,468,6.5
tt0100872,197,7.1
tt0100873,4219,6.9
tt0100878,131,7.2
tt0100889,276,6.0
tt0101019,234,5.9
tt0101276,1324,5.8
tt0101279,4414,8.0
tt0101307,781,6.9
tt0101316,23651,6.8
tt0101318,15613,7.6
tt0101361,59,6.1
tt0101376,1959,6.6
tt0101407,79,6.5
tt0101416,282,5.5
tt0101428,9478,7.5
tt0101429,730,7.4
tt0101458,11444,6.8
tt0101584,187,6.1
tt0101600,546,7.1
tt0101613,142,5.9
tt0101623,7,8.0
tt0101682,32,5.1
tt0101700,90438,7.5
tt0101753,351,6.3
tt0101765,53312,7.7
tt0101805,360,6.2
tt0101807,84,4.6
tt0101809,546,5.9
tt0101819,139,6.9
tt0101829,23304,7.5
tt0101863,1183,6.2
tt0101873,36,4.6
tt0101875,71,5.0
tt0101885,99,6.7
tt0101934,62,3.6
tt0102034,48293,4.2
tt0102050,3586,6.7
tt0102058,514,6.8
tt0102135,30,7.9
tt0102136,1432,6.8
tt0102137,526,6.9
tt0102141,2022,7.7
tt0102168,54,6.3
tt0102181,10625,6.8
tt0102339,89,5.2
tt0102367,873,5.5
tt0102368,4519,6.6
tt0102421,3647,7.4
tt0102436,1375,6.5
tt0102439,2806,7.5
tt0102444,102,6.3
tt0102465,2916,6.1
tt0102524,180,5.2
tt0102535,389,3.7
tt0102536,66473,7.7
tt0102552,169,6.4
tt0102557,745,6.2
tt0102583,1885,7.5
tt0102589,400,5.1
tt0102639,312,6.4
tt0102679,153,5.9
tt0102693,894,7.0
tt0102697,567,5.7
tt0102734,143,7.5
tt0102788,875,6.6
tt0102790,45,5.7
tt0102869,502,5.3
tt0102920,155,4.7
tt0102930,279,6.5
tt0102936,32,5.8
tt0103030,17559,7.0
tt0103064,1182468,8.6
tt0103092,74,6.3
tt0103103,1842,6.2
tt0103105,6371,7.4
tt0103107,22,6.8
tt0103108,113,5.3
tt0103110,7978,7.5
tt0103118,18,7.0
tt0103168,1409,6.7
tt0103176,3864,7.6
tt0103190,3332,7.1
tt0103194,95,4.8
tt0103200,270,6.4
tt0103203,1191,7.3
tt0103207,436,5.9
tt0103224,211,6.0
tt0103594,32987,6.4
tt0103601,2085,6.9
tt0103615,90,6.3
tt0103616,1012,6.9
tt0103619,47,6.2
tt0103623,73,7.0
tt0103642,16,8.2
tt0103666,563,5.6
tt0103676,59,4.2
tt0103681,248,5.4
tt0103703,46,5.5
tt0103710,420,6.0
tt0103737,25,6.2
tt0103761,601,5.4
tt0103772,220869,7.1
tt0103782,171,6.3
tt0103790,838,6.6
tt0103791,11452,7.1
tt0103800,1762,6.8
tt0103912,122,6.5
tt0103932,615,7.0
tt0103939,62535,7.5
tt0103943,593,7.1
tt0103969,3864,7.9
tt0103976,5655,6.5
tt0104003,323,5.7
tt0104008,6195,7.2
tt0104012,561,6.9
tt0104016,83,4.2
tt0104025,1490,6.8
tt0104035,172,4.9
tt0104099,216,6.7
tt0104105,1094,6.2
tt0104109,472,6.9
tt0104136,176,5.0
tt0104144,56,6.3
tt0104183,270,3.9
tt0104184,251,3.9
tt0104237,20700,6.7
tt0104261,160,6.0
tt0104350,3531,7.7
tt0104363,414,4.3
tt0104373,412,7.3
tt0104374,123,7.8
tt0104401,306,5.1
tt0104435,94,6.8
tt0104444,225,4.2
tt0104467,1355,7.4
tt0104473,770,6.3
tt0104503,4416,7.1
tt0104505,560,6.1
tt0104507,11006,7.0
tt0104567,4478,5.8
tt0104638,37,7.1
tt0104658,2178,7.2
tt0104663,2887,7.6
tt0104682,267,5.9
tt0104706,6825,8.0
tt0104775,180,7.0
tt0104776,531,6.2
tt0104779,42996,7.2
tt0104782,7364,7.4
tt0104802,5983,6.4
tt0104812,3440,7.0
tt0104830,809,6.0
tt0104850,27106,6.0
tt0104881,101,7.0
tt0105032,2428,6.9
tt0105045,150,6.6
tt0105127,981,5.6
tt0105131,492,6.9
tt0105132,56,8.0
tt0105159,10752,7.1
tt0105203,53,6.6
tt0105206,275,5.6
tt0105243,579,5.8
tt0105244,96,3.0
tt0105260,900,6.4
tt0105306,1238,6.1
tt0105309,206,6.5
tt0105342,176,6.2
tt0105356,911,6.5
tt0105369,123,3.7
tt0105377,1067,5.8
tt0105396,665,5.2
tt0105412,51,6.9
tt0105448,646,7.4
tt0105495,75,3.8
tt0105511,889,6.9
tt0105514,147,4.7
tt0105572,3196,6.6
tt0105594,226,5.3
tt0105618,735,7.8
tt0105626,396,6.0
tt0105659,611,5.4
tt0105665,106006,7.3
tt0105675,157,6.5
tt0105682,10712,7.6
tt0105690,96230,6.5
tt0105693,73,4.3
tt0105738,312,6.8
tt0105744,838,7.1
tt0105750,6504,7.6
tt0105752,340,6.1
tt0105756,149,6.0
tt0105783,193,6.4
tt0105785,895,5.3
tt0105795,128,4.1
tt0105908,182,6.3
tt0105911,655,5.8
tt0105924,345,7.0
tt0106215,5811,6.4
tt0106224,51,3.4
tt0106301,1742,6.9
tt0106307,45837,7.2
tt0106327,222,7.0
tt0106535,5375,7.0
tt0106547,242,6.2
tt0106549,23,7.0
tt0106573,887,6.9
tt0106582,140717,6.5
tt0106632,2012,7.1
tt0106642,958,7.2
tt0106696,537,7.0
tt0106742,44,6.8
tt0106806,273,4.0
tt0106810,166,6.9
tt0106820,318,6.3
tt0106821,174,5.9
tt0106822,511,4.0
tt0106852,439,4.7
tt0106878,216,5.7
tt0106894,288,4.2
tt0106904,343,6.8
tt0106910,116,6.3
tt0106911,1185,6.8
tt0106962,133,7.6
tt0106965,83503,6.0
tt0106999,350,6.8
tt0107002,5776,7.1
tt0107040,563,6.8
tt0107096,15182,6.8
tt0107132,133,6.5
tt0107151,25121,6.9
tt0107158,493,6.6
tt0107165,3905,6.1
tt0107233,868,7.1
tt0107259,846,7.2
tt0107260,723,7.4
tt0107265,210,6.5
tt0107276,464,6.6
tt0107295,196,6.4
tt0107309,428,6.3
tt0107315,15135,6.5
tt0107376,2154,8.1
tt0107384,1761,5.6
tt0107390,29,4.3
tt0107403,171,6.7
tt0107426,18044,6.1
tt0107446,303,6.2
tt0107462,124,6.6
tt0107471,2246,6.9
tt0107472,3063,8.0
tt0107480,212,5.9
tt0107520,425,5.2
tt0107535,283,7.1
tt0107537,393,6.7
tt0107588,277,6.8
tt0107617,10151,7.3
tt0107642,1176,6.1
tt0107652,500,6.9
tt0107661,152,6.6
tt0107662,318,7.1
tt0107664,7006,5.8
tt0107714,34,5.7
tt0107727,349,7.2
tt0107750,6962,6.5
tt0107756,18886,7.1
tt0107796,374,7.6
tt0107815,284,6.0
tt0107822,95724,7.5
tt0107832,23,6.2
tt0107977,137812,6.7
tt0108008,48,5.5
tt0108031,248,6.9
tt0108135,1315,5.2
tt0108167,1942,7.3
tt0108179,1089,4.7
tt0108185,23342,6.3
tt0108235,151,6.9
tt0108290,1375,6.2
tt0108305,33,5.8
tt0108324,419,5.4
tt0108357,46,5.3
tt0108359,280,6.2
tt0108369,331,5.6
tt0108370,833,6.1
tt0108372,313,4.6
tt0108394,111243,7.8
tt0108399,243950,7.9
tt0108435,908,6.3
tt0108443,210,6.5
tt0108471,1551,7.3
tt0108480,252,6.9
tt0108500,38214,7.0
tt0108502,13,7.5
tt0108633,2784,5.7
tt0108672,103,6.6
tt0108677,1131,7.9
tt0108678,11,5.2
tt0108686,124,7.0
tt0108922,229,6.2
tt0109110,156,6.4
tt0109123,543,5.8
tt0109137,233,6.1
tt0109162,8409,5.9
tt0109201,422,6.3
tt0109330,233,4.6
tt0109352,500,5.5
tt0109356,281,6.2
tt0109362,126,6.4
tt0109382,9278,7.2
tt0109386,588,5.3
tt0109440,10510,7.5
tt0109454,2087,6.9
tt0109499,76,6.3
tt0109560,42,6.2
tt0109579,26998,7.2
tt0109592,23600,7.1
tt0109599,14,6.8
tt0109601,112,6.8
tt0109697,338,7.7
tt0109702,2259,7.0
tt0109721,408,5.8
tt0109722,86,4.0
tt0109724,57,7.0
tt0109731,6509,7.0
tt0109747,2829,7.7
tt0109767,59,6.3
tt0109771,7399,6.8
tt0109772,54,6.1
tt0109780,99,5.0
tt0109781,4323,7.4
tt0109798,3613,5.8
tt0109842,14712,7.5
tt0109900,1083,7.3
tt0109906,3584,6.1
tt0109942,2030,6.4
tt0109945,156,5.7
tt0109996,104,4.5
tt0110027,22238,4.4
tt0110033,9,5.7
tt0110165,141,5.3
tt0110171,1388,6.8
tt0110173,806,7.1
tt0110185,91,6.6
tt0110223,128,7.2
tt0110240,60,7.1
tt0110260,237,7.1
tt0110265,21485,6.4
tt0110289,459,6.4
tt0110299,2384,7.4
tt0110330,314,6.4
tt0110348,602,7.0
tt0110413,1254827,8.5
tt0110425,751,5.4
tt0110469,134,6.0
tt0110472,193,5.5
tt0110521,1063,7.1
tt0110545,1138,6.5
tt0110554,215,7.3
tt0110561,124,5.6
tt0110570,11426,7.3
tt0110578,26,6.1
tt0110598,41971,7.2
tt0110612,11770,5.5
tt0110646,636,5.7
tt0110665,347,5.3
tt0110689,3156,5.8
tt0110719,1624,7.4
tt0110744,338,5.2
tt0110747,179,6.7
tt0110749,277,6.3
tt0110776,1189,6.4
tt0110784,228,6.4
tt0110796,1582,7.3
tt0110819,236,6.8
tt0110834,192,5.5
tt0110877,39268,7.8
tt0110880,155,6.5
tt0110882,15935,7.9
tt0110883,295,6.2
tt0110890,109,5.3
tt0110891,2483,5.4
tt0110900,305,5.5
tt0110917,12643,7.5
tt0110922,3319,7.2
tt0110931,149,6.4
tt0110958,1344,6.5
tt0110963,19083,7.4
tt0111019,6687,7.3
tt0111055,1118,7.4
tt0111247,697,5.6
tt0111282,206489,7.0
tt0111342,1154,6.9
tt0111396,153,5.5
tt0111403,3408,6.3
tt0111409,21,4.1
tt0111495,110634,8.1
tt0111497,78,7.0
tt0111507,80165,7.6
tt0111543,4702,5.6
tt0111545,57,7.2
tt0111546,1108,7.3
tt0111549,2722,5.7
tt0111579,16409,7.8
tt0111590,5194,7.3
tt0111600,613,3.9
tt0111601,198,6.5
tt0111613,861,6.8
tt0111650,33,7.4
tt0111666,4630,7.4
tt0111698,424,6.3
tt0111845,10159,7.7
tt0111856,470,5.6
tt0112291,260,5.7
tt0112304,488,5.7
tt0112310,125,4.9
tt0112366,3557,5.9
tt0112382,69,7.7
tt0112386,1136,7.0
tt0112387,2413,6.8
tt0112401,88548,6.3
tt0112410,356,6.8
tt0112491,529,7.3
tt0112556,2999,7.0
tt0112571,14276,6.5
tt0112637,5797,6.8
tt0112641,568278,8.2
tt0112651,7561,7.8
tt0112654,1917,6.5
tt0112682,71946,7.5
tt0112710,1402,7.2
tt0112716,1084,5.9
tt0112728,40,7.2
tt0112742,18,6.1
tt0112750,13682,6.4
tt0112760,30797,5.7
tt0112767,5565,7.2
tt0112769,13953,7.5
tt0112856,939,5.1
tt0112874,312,5.9
tt0112887,18057,6.1
tt0112896,45449,5.8
tt0112933,444,5.6
tt0112945,2200,6.6
tt0112954,56,6.1
tt0112962,40,6.7
tt0112963,53,7.4
tt0113054,320,6.9
tt0113057,1978,6.7
tt0113061,155,6.4
tt0113083,12861,7.0
tt0113114,19666,5.1
tt0113145,646,6.6
tt0113149,5383,6.4
tt0113158,3364,6.5
tt0113198,63410,6.9
tt0113247,198639,8.1
tt0113249,1118,4.5
tt0113273,712,7.3
tt0113362,6420,7.0
tt0113448,5579,6.6
tt0113463,3210,5.7
tt0113507,115,4.1
tt0113627,135611,7.5
tt0113718,3362,6.9
tt0113828,4129,7.4
tt0113870,30872,7.3
tt0113874,89,6.6
tt0113909,590,6.4
tt0113947,5103,7.2
tt0114009,317,6.0
tt0114076,167,6.3
tt0114086,6246,6.4
tt0114096,647,6.9
tt0114110,112,6.2
tt0114134,13707,6.5
tt0114146,226,6.3
tt0114227,249,5.0
tt0114266,2525,7.2
tt0114290,66,5.6
tt0114294,303,6.5
tt0114303,2098,5.4
tt0114349,185,5.1
tt0114368,1013,7.0
tt0114374,640,6.9
tt0114436,75305,5.1
tt0114494,737,6.9
tt0114622,1363,4.8
tt0114671,12175,7.5
tt0114702,16848,6.5
tt0114732,7477,7.2
tt0114737,295,5.0
tt0114774,1522,7.1
tt0114775,872,6.3
tt0114787,61510,8.0
tt0114790,1401,6.2
tt0114794,577,7.4
tt0114863,7482,7.6
tt0114928,5205,5.3
tt0114952,750,6.4
tt0115012,6053,7.1
tt0115033,3832,7.0
tt0115069,31,5.6
tt0115071,188,7.1
tt0115472,6325,5.2
tt0115478,672,6.1
tt0115479,1477,7.1
tt0115481,70,7.3
tt0115487,5067,6.7
tt0115536,1798,6.5
tt0115549,191,6.1
tt0115561,15984,7.3
tt0115567,802,5.2
tt0115577,1893,8.0
tt0115638,1475,6.7
tt0115649,135,6.2
tt0115650,5583,7.2
tt0115658,4064,7.1
tt0115735,610,6.7
tt0115751,71959,7.8
tt0115755,363,7.0
tt0115772,798,6.6
tt0115794,1555,4.5
tt0115797,282,6.0
tt0115822,2459,7.2
tt0115823,337,6.6
tt0115856,3626,6.9
tt0115861,298,7.1
tt0115895,866,6.9
tt0115897,54,5.7
tt0115920,199,7.0
tt0115926,335,5.8
tt0115928,1714,6.7
tt0115940,10166,7.6
tt0115973,181,6.7
tt0116081,506,7.1
tt0116084,230,6.0
tt0116091,298,3.2
tt0116271,454,5.3
tt0116280,803,4.9
tt0116292,19,4.9
tt0116334,1174,6.1
tt0116384,3688,6.9
tt0116432,99,4.1
tt0116445,1083,5.9
tt0116520,669,4.5
tt0116555,753,6.1
tt0116581,10123,7.5
tt0116650,9844,7.0
tt0116676,4848,6.0
tt0116684,10252,6.8
tt0116700,11,5.1
tt0116752,9209,7.6
