tconst,numVotes,averageRating
tt0418985,83,6.4
tt0419211,27,6.1
tt0419256,3310,6.7
tt0419294,41979,7.3
tt0419641,2195,6.1
tt0419673,159,4.3
tt0419773,1634,6.8
tt0420038,115,6.1
tt0420509,14821,7.1
tt0420555,7746,5.6
tt0420574,225,6.9
tt0420715,588,7.2
tt0420884,415,6.3
tt0421054,69578,5.9
tt0421528,1948,6.6
tt0421951,39,7.1
tt0421974,4757,5.7
tt0422015,8459,7.3
tt0422133,2458,6.0
tt0422491,2157,6.7
tt0422720,122952,6.5
tt0422963,290,5.4
tt0423176,3549,7.1
tt0423277,709,7.1
tt0423310,3482,7.4
tt0423441,115,6.5
tt0423442,663,5.6
tt0423444,65,4.4
tt0423559,431,7.1
tt0423813,366,5.7
tt0423841,261,4.5
tt0423877,1291,5.2
tt0424024,5669,7.4
tt0424082,42,5.2
tt0424142,169,6.5
tt0424205,32103,7.7
tt0424227,20956,8.0
tt0424237,5066,6.9
tt0424318,343,7.2
tt0424338,2167,5.6
tt0424365,601,5.6
tt0424510,32,5.2
tt0424525,21,7.2
tt0425112,538076,7.8
tt0425236,2116,5.8
tt0425342,84,6.8
tt0425985,2512,6.6
tt0426049,41,6.7
tt0426154,253,5.8
tt0426192,207,5.0
tt0426266,173,4.7
tt0426279,630,7.1
tt0426933,95,4.8
tt0427057,11,8.2
tt0427662,169,6.1
tt0427700,211,6.7
tt0427954,39149,7.0
tt0428287,254,5.7
tt0428293,352,5.7
tt0428304,68,5.3
tt0428476,141,4.8
tt0428489,83,6.3
tt0428663,446,5.0
tt0428699,62,6.7
tt0428803,60299,7.5
tt0428856,5624,6.6
tt0428945,17,4.9
tt0428948,504,5.8
tt0428965,911,6.5
tt0429031,250,5.7
tt0429052,1425,6.4
tt0429187,293,4.6
tt0429200,563,5.9
tt0429203,454,6.2
tt0429227,144,4.7
tt0429230,159,6.4
tt0429231,176,5.7
tt0430190,58,7.1
tt0430224,2566,6.8
tt0430594,1600,7.8
tt0431213,4705,6.7
tt0431493,396,6.4
tt0431764,247,3.5
tt0431785,302,4.6
tt0431827,653,5.5
tt0431975,1461,6.1
tt0431979,2651,6.9
tt0432021,206413,6.2
tt0432291,39428,3.7
tt0432398,121,7.0
tt0432986,99,7.5
tt0432991,79,5.0
tt0433020,288,5.4
tt0433383,101572,7.4
tt0434853,359,5.6
tt0434969,386,5.9
tt0435479,2131,6.3
tt0435794,115,4.9
tt0436053,66,6.3
tt0436091,684,5.9
tt0436139,29,8.8
tt0436216,173,5.1
tt0436358,125,6.7
tt0436445,1700,7.1
tt0436546,2439,6.7
tt0436697,116267,7.3
tt0436721,133,6.0
tt0436873,163,4.6
tt0436971,10261,8.0
tt0437057,154,6.8
tt0437123,559,7.2
tt0437232,11068,6.7
tt0437526,3814,6.2
tt0437954,8776,4.7
tt0438508,10,7.4
tt0438537,15,5.4
tt0439123,3660,7.4
tt0439539,127,5.5
tt0439583,104,7.5
tt0439817,2977,7.3
tt0440270,289,6.3
tt0440963,660813,8.0
tt0441617,13,5.1
tt0441761,3019,5.7
tt0442207,2235,6.2
tt0442424,137,7.5
tt0442768,118,6.5
tt0443040,186,7.2
tt0443072,1015,6.3
tt0443159,506,4.3
tt0443448,978,6.0
tt0443533,1543,6.3
tt0443844,2995,6.8
tt0443880,39,7.3
tt0444112,4456,6.7
tt0444182,15193,7.0
tt0444200,310,6.0
tt0444518,3215,8.1
tt0444519,1305,5.3
tt0444562,39,6.5
tt0444812,30,7.3
tt0445336,16378,7.4
tt0445469,162,5.1
tt0445570,1274,5.8
tt0445620,24157,7.4
tt0445760,5671,6.5
tt0445800,3633,4.1
tt0446340,21,7.6
tt0446370,839,6.8
tt0446414,16,8.6
tt0446442,1870,5.2
tt0446707,1520,5.6
tt0447268,30,6.4
tt0447372,265,7.4
tt0447619,2425,4.8
tt0447918,304,4.3
tt0448245,1348,5.5
tt0449467,318054,7.5
tt0449851,11056,6.6
tt0450188,91019,7.6
tt0450586,29,5.0
tt0450615,607,4.4
tt0450664,3136,6.7
tt0450680,3281,6.5
tt0450784,19,6.6
tt0450843,9574,5.6
tt0451234,71,7.7
tt0451673,392,5.5
tt0451678,52,7.4
tt0451762,35,7.3
tt0452643,14752,6.1
tt0452780,236,7.0
tt0452863,11,5.0
tt0453172,37,6.9
tt0453372,85,7.0
tt0453451,134858,6.4
tt0454427,377,5.1
tt0454440,53,6.5
tt0454602,821,6.1
tt0454841,184389,6.4
tt0454976,6642,6.7
tt0455078,260,5.2
tt0455093,83,4.2
tt0455142,1771,6.6
tt0456070,748,3.2
tt0456111,2992,7.1
tt0456123,5653,6.8
tt0456396,19469,7.4
tt0456943,23,7.0
tt0457121,50,7.5
tt0457333,63,6.7
tt0457517,214,6.4
tt0457936,619,4.9
tt0458242,7978,6.8
tt0458352,473854,6.9
tt0458500,485,4.7
tt0458515,630,6.8
tt0459412,209,5.5
tt0459495,42,7.9
tt0459502,83,6.4
tt0459666,6175,6.9
tt0459668,502,6.0
tt0459880,4789,6.7
tt0459959,428,5.6
tt0460342,672,5.6
tt0460480,1750,6.9
tt0460829,62846,6.8
tt0460858,1701,5.5
tt0460989,54994,7.5
tt0461254,46,7.3
tt0461696,35,6.1
tt0461795,1928,6.9
tt0462002,1458,6.2
tt0462242,957,6.5
tt0462396,37193,5.4
tt0462506,175,5.6
tt0462667,1733,5.8
tt0462679,212,5.6
tt0463352,1111,5.7
tt0463381,2678,6.7
tt0463486,3081,6.3
tt0463872,32719,5.2
tt0464059,546,5.3
tt0464632,378,6.1
tt0464800,203,6.4
tt0464828,2327,6.4
tt0464913,23282,7.0
tt0465043,60,7.1
tt0465160,215,5.2
tt0465177,957,5.4
tt0465188,5206,6.8
tt0465203,32213,6.4
tt0465241,409,6.3
tt0465494,178534,6.2
tt0465502,24398,5.9
tt0465903,84,5.3
tt0467154,17,6.3
tt0469055,852,5.3
tt0469233,1160,6.1
tt0469640,4700,5.7
tt0469692,221,5.8
tt0469754,12741,6.6
tt0470555,40,8.1
tt0470702,323,6.6
tt0470715,1027,5.7
tt0470951,355,6.7
tt0471911,355,6.7
tt0472542,157,5.7
tt0472778,161,5.5
tt0473333,5847,5.7
tt0473705,161124,7.1
tt0473753,35809,7.0
tt0473779,134,5.5
tt0473797,69,5.7
tt0473829,3892,5.1
tt0473910,630,6.0
tt0473911,65,5.2
tt0474252,72,7.8
tt0474297,538,6.8
tt0474312,389,7.1
tt0474427,498,7.4
tt0474476,310,4.8
tt0475169,18076,7.3
tt0475224,1114,6.3
tt0475276,111294,7.6
tt0475394,152700,6.6
tt0475864,30,8.0
tt0475984,8433,6.4
tt0476209,642,7.8
tt0476541,94,4.5
tt0476643,5686,7.3
tt0477331,252,5.9
tt0477404,212,6.6
tt0477731,4628,7.3
tt0477916,1096,6.9
tt0477988,2044,6.1
tt0478260,771,5.5
tt0478337,3111,6.1
tt0478548,230,5.8
tt0478558,669,5.6
tt0478566,4737,6.8
tt0478687,460,6.9
tt0478705,837,6.5
tt0478719,601,5.7
tt0478724,6609,6.7
tt0478732,189,6.1
tt0478744,263,5.9
tt0479074,730,5.1
tt0479259,70,6.2
tt0479519,6887,6.9
tt0479901,324,6.2
tt0481429,138,6.7
tt0481797,14274,6.1
tt0481926,33,6.5
tt0482088,33269,7.0
tt0482113,184,6.2
tt0482358,741,6.2
tt0482901,2878,7.2
tt0482987,542,6.6
tt0483179,94,7.5
tt0483296,227,7.7
tt0483352,15,6.4
tt0483898,34,5.6
tt0484453,60,5.6
tt0484936,23,7.6
tt0485241,11355,7.3
tt0485601,38506,7.5
tt0485634,925,6.2
tt0485676,37,6.5
tt0485757,22,6.8
tt0485759,51,6.4
tt0485798,707,5.8
tt0485947,246833,7.7
tt0486084,330,3.5
tt0486356,65,6.7
tt0486474,2664,6.5
tt0486497,179,4.8
tt0486636,2378,6.3
tt0486731,283,6.5
tt0486751,1402,5.8
tt0487260,639,5.4
tt0487273,2851,6.9
tt0487339,95,6.1
tt0487419,7933,7.4
tt0487469,168,5.6
tt0487485,160,6.4
tt0487490,93,6.5
tt0487503,7396,7.0
tt0487504,1581,5.5
tt0487505,339,6.6
tt0487928,5994,4.8
tt0488000,132,5.9
tt0488565,794,6.0
tt0488604,30781,6.1
tt0488855,26,6.0
tt0489010,2144,5.6
tt0490234,3329,6.8
tt0490413,39,7.8
tt0490954,410,5.4
tt0491046,3304,5.6
tt0491901,499,6.7
tt0492330,1276,5.5
tt0492498,210,5.7
tt0493101,977,5.8
tt0493402,4179,5.1
tt0493450,3202,6.7
tt0494045,160,6.1
tt0494240,171,5.2
tt0494271,16095,7.4
tt0494834,11781,5.8
tt0496385,799,5.4
tt0496634,8686,6.2
tt0497226,18,5.9
tt0497465,269946,7.1
tt0497506,24,7.0
tt0497701,170,4.0
tt0498097,14373,7.1
tt0498103,328,6.3
tt0498116,804,5.6
tt0498118,862,6.1
tt0498120,4161,7.0
tt0499435,648,3.8
tt0499455,2309,6.3
tt0499540,540,5.8
tt0499652,86,7.8
tt0756648,4385,6.8
tt0759480,121,4.0
tt0759509,868,6.7
tt0759651,15,5.1
tt0759652,64,7.0
tt0759728,50,7.6
tt0762110,7777,7.2
tt0763304,5441,2.8
tt0763844,335,5.2
tt0765120,56692,6.6
tt0765128,10103,7.7
tt0765141,1239,6.2
tt0765142,238,6.1
tt0765263,254,5.5
tt0765432,40289,7.3
tt0765828,33,6.7
tt0769508,4269,6.3
tt0770810,6779,3.6
tt0770824,312,6.4
tt0772157,7142,6.3
tt0772906,127,5.8
tt0774756,718,5.7
tt0775480,2010,5.1
tt0775489,36621,7.5
tt0778611,643,6.5
tt0778733,11,7.8
tt0778784,6889,6.6
tt0781435,1465,6.5
tt0782709,219,5.8
tt0782867,2266,7.0
tt0783233,301791,7.8
tt0783530,1351,5.6
tt0783767,5647,5.8
tt0787442,4575,7.1
tt0792947,432,6.1
tt0792948,3429,5.4
tt0792959,366,6.1
tt0792965,12559,6.7
tt0792966,5215,7.5
tt0792975,979,5.5
tt0792978,441,6.5
tt0792984,88,4.9
tt0792985,104,7.6
tt0792986,3239,6.6
tt0792988,278,6.3
tt0792992,1645,6.3
tt0793547,59,7.7
tt0793556,115,6.9
tt0795341,200,6.1
tt0795370,1277,5.7
tt0795493,54001,6.6
tt0796335,6590,7.1
tt0798417,318,6.6
tt0799932,150,6.3
tt0799934,94562,6.4
tt0800022,4517,6.7
tt0800135,555,7.0
tt0801514,218,7.2
tt0804228,365,6.4
tt0804540,30921,5.6
tt0804908,53,7.6
tt0806027,15317,5.3
tt0806029,7001,6.9
tt0807019,12,7.0
tt0807721,2754,7.0
tt0808230,1478,5.6
tt0808279,104369,6.5
tt0808339,14846,6.4
tt0808417,100624,8.0
tt0808462,299,6.1
tt0809356,28,6.7
tt0809420,87,5.5
tt0809425,2621,6.8
tt0810077,335,5.1
tt0810772,1468,5.0
tt0810784,28845,6.9
tt0810809,1223,7.1
tt0810954,415,6.5
tt0810990,261,5.4
tt0814143,265,5.6
tt0814654,339,4.5
tt0814659,859,6.7
tt0814666,1500,6.7
tt0814685,28993,6.2
tt0814690,260,6.2
tt0814691,240,5.2
tt0814759,157,4.5
tt0814768,1200,5.6
tt0814786,414,6.2
tt0815092,783,5.7
tt0816615,10,5.8
tt0816672,291,5.9
tt0818110,978,5.5
tt0819953,3220,6.8
tt0820980,163,5.7
tt0821642,55519,6.7
tt0823240,1723,6.3
tt0823654,448,5.6
tt0824298,191,5.9
tt0824330,7991,6.7
tt0825236,14675,7.1
tt0825239,3788,6.7
tt0825241,995,6.9
tt0825244,3781,7.1
tt0825248,3460,6.9
tt0825270,233,5.4
tt0825282,147,6.4
tt0825330,89,5.5
tt0825348,138,6.9
tt0826711,4190,6.5
tt0827713,2193,7.1
tt0827746,33,3.8
tt0830545,327,5.5
tt0831354,42,6.0
tt0832266,173939,7.1
tt0832437,69,9.0
tt0833459,13,5.4
tt0834524,36,5.2
tt0835026,570,7.1
tt0836682,2575,7.2
tt0836700,8221,7.1
tt0841044,32113,6.7
tt0841128,139,6.8
tt0841141,42,6.8
tt0841393,186,6.3
tt0841925,6864,7.2
tt0842929,32054,6.6
tt0843350,20,6.6
tt0844321,394,4.5
tt0845046,33050,7.0
tt0846040,6778,7.0
tt0846668,509,5.9
tt0847050,3160,7.2
tt0847879,131,7.6
tt0847901,38,7.3
tt0848596,568,7.0
tt0854672,2333,6.5
tt0855824,2427,6.9
tt0855843,626,6.2
tt0855895,1812,6.8
tt0856288,44991,6.7
tt0860866,3252,6.1
tt0864684,319,5.4
tt0864691,249,5.9
tt0864770,2533,7.0
tt0864779,406,4.0
tt0864918,771,4.8
tt0865868,379,5.1
tt0869155,54,6.8
tt0869977,13605,6.7
tt0869994,12898,6.8
tt0870111,112787,7.7
tt0870921,980,4.1
tt0870984,137290,6.5
tt0871509,673,6.0
tt0871512,833,5.9
tt0872316,43,7.5
tt0875113,20844,7.1
tt0876462,59,6.8
tt0877621,584,6.4
tt0877657,142,5.6
tt0877700,1362,5.8
tt0880440,1440,5.9
tt0881233,456,6.6
tt0881310,612,7.5
tt0881343,236,5.8
tt0881363,19,7.2
tt0882742,1278,5.1
tt0884335,2983,5.4
tt0885484,364,6.8
tt0887883,355613,7.0
tt0887887,831,5.9
tt0887901,819,6.0
tt0889222,558,7.3
tt0889606,683,5.8
tt0889626,102,7.7
tt0889652,2612,7.1
tt0889665,2927,6.0
tt0892255,48089,7.1
tt0893402,18206,6.0
tt0896952,680,7.3
tt0898897,421,7.3
tt0899095,293,7.0
tt0899129,121,5.3
tt0900387,28692,7.0
tt0901473,181,5.1
tt0901485,3811,6.2
tt0903627,6989,7.0
tt0903777,19,7.4
tt0906734,11355,5.4
tt0907305,1040,5.2
tt0910905,19986,6.1
tt0910911,612,5.8
tt0910935,219,6.6
tt0920454,668,5.6
tt0920458,20047,7.2
tt0920470,6520,6.6
tt0920473,2678,6.7
tt0920628,98,7.0
tt0922354,710,5.9
tt0922366,483,4.6
tt0922424,281,6.5
tt0922455,223,6.7
tt0922532,21,5.8
tt0922626,106,6.2
tt0923688,291,6.4
tt0926759,9996,7.5
tt0926763,1027,6.1
tt0926764,340,3.6
tt0928395,57,6.4
tt0931285,874,6.1
tt0932507,295,5.4
tt0932675,117,7.1
tt0935030,192,4.9
tt0935048,117,4.2
tt0935086,985,6.7
tt0936501,638371,7.7
tt0938330,67003,4.9
tt0940580,4149,5.7
tt0940643,8,5.7
tt0940656,10477,5.5
tt0940657,11122,5.2
tt0940782,409,5.6
tt0942379,991,6.2
tt0943508,84,7.6
tt0944834,13410,6.5
tt0945513,553393,7.5
tt0947810,143163,6.8
tt0948535,2940,6.5
tt0949351,148,6.9
tt0949731,217413,5.0
tt0949776,86,6.7
tt0953296,78,5.6
tt0953369,1674,4.4
tt0953382,1120,5.8
tt0953440,25,7.7
tt0953614,64,6.8
tt0954544,986,5.6
tt0955302,83,6.5
tt0955343,89,6.1
tt0959324,344,6.0
tt0961097,22780,6.7
tt0962709,595,6.1
tt0962774,3993,6.7
tt0962782,1167,6.5
tt0969276,246,6.5
tt0969307,627,6.3
tt0969701,636,6.8
tt0970174,239,6.5
tt0970179,337907,7.5
tt0970452,76901,6.1
tt0973780,347,5.7
tt0973844,5487,6.8
tt0976060,11928,7.0
tt0976246,5356,5.9
tt0977645,169,6.5
tt0977647,128,5.5
tt0980976,427,5.7
tt0982867,84,6.7
tt0985082,78,5.1
tt0985107,66,6.0
tt0986361,271,3.9
tt0988749,9,7.6
tt0990359,399,5.2
tt0990361,1855,6.3
tt0991272,135,5.2
tt0991347,666,5.4
tt0991350,597,4.6
tt0993789,7589,7.0
tt0995829,14981,7.0
tt0996605,10205,7.0
tt0996668,44,6.1
tt0996925,871,6.2
tt0996930,3521,7.0
tt0996932,302,6.1
tt0996952,609,6.1
tt0996956,369,6.2
tt0996962,341,5.3
tt0996972,311,7.0
tt1000091,163,6.2
tt10011228,2647,5.3
tt10011284,66,7.4
tt10018754,82,8.6
tt10019108,365,5.8
tt10023150,697,5.3
tt10023172,1143,5.4
tt1002539,1208,6.4
tt10026108,54,6.9
tt1002966,5095,5.9
tt1003052,3750,6.3
tt1003165,296,6.6
tt10037498,180,6.9
tt10042788,429,5.3
tt10062338,1547,5.3
tt10065750,27,6.0
tt1007029,113879,6.4
tt10077544,2060,6.4
tt10077998,1613,6.5
tt1008017,3210,6.1
tt10081112,47,5.7
tt10081788,26,5.4
tt10088984,2390,6.9
tt10092752,2905,5.2
tt10098442,69,6.0
tt1010048,880893,8.0
tt10115562,2382,6.0
tt10123698,1000,6.4
tt10124964,278,5.6
tt10125774,16,6.6
tt10127684,10038,6.1
tt10132976,924,6.1
tt10134744,63,7.3
tt1013856,1825,6.2
tt10143308,363,5.4
tt10143498,2409,6.2
tt1014762,23080,8.5
tt10150684,179,6.4
tt10153664,46,5.3
tt10154790,553,5.5
tt1016033,658,6.7
tt10161552,168,5.9
tt10168852,21,6.8
tt1017460,102626,5.8
tt10176792,104,5.9
tt10182822,7199,6.7
tt10183616,648,5.5
tt1018713,155,7.2
tt1019452,150738,7.0
tt10196108,363,6.3
tt10196398,6910,6.7
tt10199586,10571,6.7
tt10199590,28523,7.6
tt10199664,1931,7.2
tt10199670,1415,4.5
tt10204366,2026,6.7
tt10204940,2863,7.3
tt10205358,67,5.4
tt1020558,86688,6.3
tt1020773,27109,7.2
tt10208192,150,6.5
tt1020938,7458,7.0
tt1020954,25,6.0
tt10213538,8,6.5
tt10215032,35,6.9
tt10219406,400,6.0
tt10223546,833,6.1
tt10223552,476,6.6
tt10224624,511,6.1
tt1022523,31,5.7
tt10225288,200,6.5
tt10228134,35676,5.6
tt10228180,202,6.1
tt10228204,1294,6.3
tt10228214,74,6.1
tt1023441,7067,6.3
tt1023490,19091,7.2
tt1024188,199,6.9
tt1024255,64482,6.1
tt1024257,361,6.3
tt10243676,1023,5.4
tt1024744,3304,5.3
tt1024896,787,5.1
tt1024899,990,5.4
tt10251538,1228,5.4
tt10262268,162,7.9
tt10272386,196120,8.2
tt10272534,7526,6.2
tt10290244,956,7.1
tt10292050,390,5.9
tt1029234,107676,7.0
tt1029241,6048,5.3
tt10299136,6,7.2
tt10307724,4079,5.4
tt10307912,105,6.1
tt10307922,459,5.8
tt1031928,488,7.5
tt1032755,266058,7.2
tt1032854,1711,7.1
tt1032856,14232,7.5
tt1032941,684,6.4
tt10334148,8681,5.4
tt1033595,469,7.3
tt10340360,121,4.3
tt10341034,15414,7.2
tt10341040,945,4.7
tt1034302,5181,5.9
tt1034306,6018,6.0
tt1034385,18237,6.0
tt1034397,736,5.8
tt1034427,2747,6.8
tt10345590,6145,5.8
tt10353704,767,6.4
tt10354106,3827,5.5
tt10355290,13,6.8
tt10356734,82,4.5
tt1035729,1283,6.5
tt1035736,42289,6.7
tt10360808,377,5.9
tt10360862,7190,6.9
tt10364034,6712,6.1
tt10365998,58537,6.0
tt10366254,841,5.4
tt10366428,995,6.0
tt10366460,166997,8.0
tt10366514,7695,6.2
tt10368758,626,7.5
tt10369344,331,6.1
tt10370710,100297,7.7
tt1037163,2770,7.0
tt1037228,1573,6.6
tt10372626,8,3.3
tt10373830,548,5.3
tt10374438,61,6.2
tt10375106,6296,6.6
tt10375632,372,6.0
tt10376078,545,6.6
tt10376800,207,6.0
tt1037811,152,5.7
tt10380900,3140,6.6
tt10383918,59,7.5
tt10384908,177,5.8
tt1038904,149,7.3
tt10392128,383,5.1
tt1039651,194,5.2
tt1039914,650,7.0
tt10399608,13466,6.2
tt10399622,1229,6.7
tt10404944,13674,6.9
tt10405142,3842,6.1
tt10407272,5307,6.6
tt10408242,30,6.1
tt10409334,196,6.1
tt10409498,7882,7.1
tt10415020,174,4.7
tt10415798,112,6.0
tt10415856,94,6.6
tt1042424,3546,6.7
tt10426916,2393,6.4
tt1042916,881,6.4
tt10429264,13,6.5
tt10433222,1421,5.9
tt1043443,57,5.6
tt1043486,77,6.9
tt1043565,163,6.8
tt10438512,191,5.9
tt1043852,1702,6.9
tt1043855,187,6.1
tt10441958,2230,5.8
tt10444992,353,5.9
tt10445866,397,7.1
tt10456740,14305,6.3
tt10457128,13663,6.9
tt10457638,96,6.4
tt1045772,100152,6.6
tt10469804,1873,6.0
tt1048171,6568,7.4
tt10483152,2222,6.8
tt10486934,18,7.2
tt10489382,139,5.0
tt10492618,100,5.6
tt10505316,6486,7.4
tt10510736,714,6.3
tt10515720,436,4.7
tt1051915,88,4.8
tt1052353,891,6.3
tt10525120,54,7.5
tt10528084,8,7.7
tt10529916,10,7.4
tt10533078,534,5.3
tt10534996,2169,7.4
tt10535422,37,7.4
tt10537660,1733,4.9
tt10537978,869,4.5
tt10545470,1455,6.8
tt10545696,3026,5.9
tt10545704,2971,7.0
tt1054606,154300,6.8
tt10547442,87,4.8
tt10550922,51,7.2
tt10551904,1898,5.8
tt10556220,18,6.8
tt10557524,919,3.6
tt1056432,125,4.7
tt1056434,101,6.6
tt1056467,1109,2.8
tt10564814,151,6.7
tt1057607,118,6.2
tt10577318,361,6.5
tt10577996,36,6.1
tt10590338,19,5.7
tt10590506,368,5.9
tt1060234,514,6.1
tt10603396,317,6.2
tt10603466,729,6.8
tt10608632,113,4.6
tt10627352,2050,5.7
tt10638582,551,6.0
tt10644690,68,5.9
tt10648042,133,6.5
tt1064861,549,6.0
tt1064888,11,6.9
tt1064932,45193,7.1
tt1064942,203,5.3
tt1064951,62,5.2
tt1064964,188,5.5
tt1064972,63,6.1
tt1064977,349,6.5
tt1065332,1947,6.0
tt1065444,401,5.0
tt10658928,271,4.2
tt10661314,219,6.8
tt10662118,55,7.2
tt1066287,214,2.6
tt1066296,57,6.9
tt10675724,8108,5.3
tt10676042,145,6.8
tt10676126,44,7.1
tt10676134,125,6.9
tt1068632,861,4.6
tt1068646,36577,7.5
tt1068649,20753,7.6
tt1068652,327,6.0
tt1068658,195,5.6
tt1068672,145,5.5
tt10691004,389,6.7
tt10691828,256,5.7
tt1069246,362,5.9
tt10710812,137,6.6
tt10712576,30,7.6
tt10713448,242,6.2
tt10715194,1424,5.3
tt10720690,74,9.0
tt10727042,53,6.9
tt1073535,1295,6.4
tt1073624,1027,6.2
tt10738536,5776,7.0
tt10742176,26,7.1
tt1074219,62,6.4
tt10746876,386,5.4
tt10747262,57,6.4
tt10749760,1292,7.3
tt10749896,394,7.2
tt1075111,637,4.9
tt1075113,7478,5.8
tt1075644,212,6.1
tt10765954,122,7.3
tt10767168,7850,6.6
tt10768264,64,6.1
tt1076847,127,6.1
tt1077097,2768,5.4
tt10783128,17,5.0
tt10783592,168,6.6
tt10785310,610,6.4
tt10785618,989,7.1
tt10793640,158,6.3
tt10803634,837,6.0
tt10810116,8,5.2
tt10814376,22,7.3
tt1081929,1839,6.9
tt1081935,8029,6.9
tt1082009,3203,6.9
tt1082051,486,5.4
tt10850170,126,6.7
tt10850214,145,6.4
tt1086355,272,5.5
tt10865174,165,6.0
tt10865462,233,6.9
tt10867768,476,6.8
tt10868508,216,5.4
tt1087562,23,4.0
tt10875764,168,7.0
tt10877892,23,6.4
tt1087829,125,6.5
tt1087842,6855,5.2
tt1087851,657,5.9
tt1087860,65,6.5
tt1087896,633,5.3
tt10880402,2042,6.1
tt10883362,178,6.9
tt10887516,163,5.3
tt10888514,463,6.5
tt10905730,19,7.4
tt10906350,99,6.0
tt1090680,1481,6.8
tt10913766,6,6.8
tt10917134,368,7.1
tt1091992,1172,6.0
tt1092020,819,6.1
tt10920574,7,7.4
tt1092095,102,5.5
tt10921490,115,5.8
tt10933202,137,5.4
tt1093352,1424,6.5
tt10935560,4396,5.1
tt1093812,102,7.5
tt10940736,560,6.0
tt10942070,40,7.6
tt1094262,142,5.1
tt1094275,1774,7.0
tt10944760,57404,6.5
tt10945158,240,5.8
tt10945164,235,6.5
tt10945232,504,5.2
tt10945254,487,4.7
tt10945274,2724,6.3
tt10945288,3852,6.2
tt10945316,197,6.5
tt1094621,102,6.4
tt1094635,230,7.0
tt1094668,1588,6.0
tt10951972,646,6.1
tt10952184,27,6.7
tt10958282,1961,6.4
tt10965792,542,5.8
tt10965850,875,6.6
tt10965976,508,6.3
tt10966156,426,4.6
tt10978398,4793,5.6
tt10984580,2120,7.2
tt10991154,8,5.9
tt10992902,134,7.1
tt1100048,5302,7.1
tt11002900,792,6.3
tt11005770,234,6.1
tt11006570,378,5.5
tt1101028,330,5.9
tt11012320,1889,6.6
tt11013434,3824,6.5
tt11013468,391,4.8
tt11013572,2323,6.5
tt1101650,120,7.0
tt11018038,46,5.2
tt11018044,44,7.1
tt11018402,970,6.2
tt11018418,20,6.5
tt11018424,260,6.5
tt1103275,43775,7.0
tt11032810,1444,6.5
tt1104006,6306,4.7
tt1104767,112,6.9
tt11048284,8,6.7
tt11050964,89,7.3
tt11051582,242,6.3
tt11052678,2369,5.8
tt1105739,317,5.9
tt11058214,45,7.2
tt11058422,36,6.6
tt11058930,1498,5.4
tt11059364,25,7.3
tt11060092,220,5.7
tt11065004,135,6.5
tt11067718,8,6.7
tt11068166,2603,7.0
tt11070284,123,7.0
tt11073870,79,6.2
tt11081068,46,7.2
tt11083444,36,7.1
tt11090306,174,6.1
tt11093134,517,5.5
tt11093266,903,6.7
tt1109478,900,3.5
tt1109624,135096,7.3
tt1110220,112,6.3
tt1110630,90,6.7
tt11112532,602,6.4
tt11112832,26,7.5
tt1111874,24,5.1
tt1111922,135,4.9
tt11122396,37,5.6
tt11125636,525,6.4
tt11127676,53,7.3
tt11133270,31,7.2
tt11136276,3012,6.5
tt11143562,84,6.9
tt11146130,68,7.8
tt11152652,9,6.4
tt11154574,162,5.8
tt11176286,99,5.7
tt11183364,111,6.3
tt11183744,8,5.9
tt11183868,138,4.6
tt11187986,253,5.9
tt11188010,1035,6.6
tt11188734,338,6.1
tt11190652,1190,6.4
tt1119133,170,6.5
tt11206302,1954,5.4
tt11210390,10394,5.1
tt11214690,79,6.2
tt1121955,22,6.0
tt11225756,2811,7.5
tt11229766,163,5.9
tt11238150,68,6.7
tt11242654,653,6.6
tt1124377,6758,7.2
tt1124397,646,3.9
tt1125849,321013,7.9
tt11275350,25,5.2
tt1127881,2152,6.2
tt11281142,220,6.1
tt11286554,37,4.5
tt11287832,156,6.3
tt1129435,4839,8.0
tt1129442,177698,6.1
tt11301546,308,5.9
tt11302200,74,7.3
tt11302336,34,4.8
tt11304504,2453,6.3
tt11307152,172,7.5
tt1130982,751,6.4
tt1130984,697,2.9
tt1130988,40423,7.0
tt1130993,3580,5.4
tt11310608,2162,6.4
tt11310670,1729,6.2
tt1132594,2595,6.5
tt1132607,566,6.7
tt11336698,57,6.7
tt11338144,90,5.7
tt11345986,16,5.6
tt11347650,33,7.2
tt1134801,666,5.8
tt11348980,192,7.0
tt1135083,464,4.6
tt1135923,46,4.7
tt1135950,17,6.7
tt1135952,8471,6.9
tt11366234,36,7.0
tt11369644,42,5.8
tt11371224,89,6.7
tt11379572,410,6.0
tt11379628,40,6.8
tt11385554,30,6.1
tt1139328,171315,7.2
tt11393948,298,6.8
tt11396282,81,8.2
tt1139796,186,2.7
tt1139797,227797,7.8
tt1139800,2369,5.8
tt1139806,718,5.7
tt11403714,138,6.6
tt11422136,192,5.4
tt11423828,121,5.5
tt11423854,144,5.2
tt1142821,25,7.5
tt1143153,119,5.5
tt11447304,35,6.9
tt11448830,2789,7.1
tt11450972,619,6.1
tt11455006,80,7.3
tt11455248,14,7.0
tt11460804,40,5.7
tt11460816,1023,6.0
tt1146295,1155,7.0
tt1146314,910,6.7
tt1146320,4273,5.5
tt11465692,979,3.2
tt1148204,254841,7.0
tt1148743,25,7.3
tt11488252,226,6.0
tt1149268,18,6.5
tt1149361,31332,7.1
tt1149362,78031,7.8
tt1149363,378,6.7
