movie_id,numVotes
tt0002898,0.00010757341885837083
tt0003883,0.0002820675110763096
tt0006206,0.003417957756168585
tt0006886,0.0007129866133636207
tt0007518,1.0632256515071536e-05
tt0008279,9.381402807416061e-05
tt0009014,0.0001419718958188964
tt0009701,0.00029520147500669206
tt0009905,6.817152706722338e-05
tt0010307,0.0013021387096693493
tt0010969,0.0002664318397306161
tt0011110,4.377987976794162e-06
tt0011294,0.00015010244491865698
tt0011302,0.00016636354311817816
tt0011612,2.3140793591626284e-05
tt0012134,0.0003058337315217636
tt0012342,6.254268538277374e-06
tt0012745,0.00010882427256602631
tt0013033,0.00028269293793013733
tt0013122,0.000173868665364111
tt0013427,0.008467028747119909
tt0013469,0.00018512634873301027
tt0013846,9.131232065884966e-05
tt0013933,0.0009093706454655303
tt0014072,2.5017074153109496e-06
tt0014417,0.0016117250023140793
tt0014898,0.00043654794397176075
tt0014931,7.254951504401754e-05
tt0015014,0.0006554473428114689
tt0015036,0.00011382768739664821
tt0015141,5.8790124259807316e-05
tt0015214,0.0012364688900174368
tt0015232,2.5017074153109496e-05
tt0015794,0.0001407210421112409
tt0015801,0.000273936961976549
tt0015883,0.00017824665334090518
tt0016112,5.566298999066863e-05
tt0016232,0.00019575860524808183
tt0016384,5.6913843698324104e-05
tt0016491,0.0005847741083289345
tt0016493,0.00015885842087224531
tt0016709,6.441896594425696e-05
tt0017137,8.005463728995039e-05
tt0017196,0.0006035369139437666
tt0017292,7.942921043612266e-05
tt0017736,0.0001607347014337285
tt0017938,0.0006022860602361112
tt0018045,0.00021014342288611977
tt0018187,9.006146695119419e-05
tt0018192,0.005553790461990308
tt0018197,3.064591583755913e-05
tt0018523,0.0005803961203521403
tt0018739,8.630890582822776e-05
tt0018770,0.00284444133120855
tt0019127,0.00014822616435717376
tt0019254,0.03829050827189557
tt0019480,0.00017637037277942196
tt0019485,3.564933066818103e-05
tt0019486,6.316811223660148e-05
tt0019527,1.0006829661243799e-05
tt0019646,0.0007223680161710368
tt0019704,8.005463728995039e-05
tt0019825,4.6907014037080305e-05
tt0019849,5.378670942918542e-05
tt0020134,5.4412136283013154e-05
tt0020165,6.066640482129053e-05
tt0020182,9.569030863564383e-05
tt0020228,0.0001169548216657869
tt0020263,3.9401891791147457e-05
tt0020371,8.130549099760586e-05
tt0020546,6.8796953921051115e-06
tt0020552,2.376622044545402e-05
tt0020656,0.0003577441603894658
tt0020751,3.314762325287008e-05
tt0020814,0.00020514000805549787
tt0021168,8.443262526674456e-05
tt0021234,6.754610021339564e-05
tt0021247,0.00014322274952655186
tt0021273,0.00041966141891841183
tt0021309,0.000976916745678926
tt0021331,0.004644419816524778
tt0021409,0.0015641925614231712
tt0021577,0.00930447530439525
tt0021605,4.065274549880293e-05
tt0021739,0.0030502067661178755
tt0021754,0.00013321591986530806
tt0021855,3.877646493731972e-05
tt0021864,0.00022202653310884679
tt0022017,0.0011032529701521289
tt0022108,1.1257683368899273e-05
tt0022125,0.0016261098199521174
tt0022141,3.5023903814353295e-05
tt0022150,0.0024085188140906167
tt0022223,0.00032522196399042345
tt0022252,1.8762805614832122e-05
tt0022337,1.0006829661243799e-05
tt0022408,6.8796953921051115e-06
tt0022494,5.1910428867702205e-05
tt0022599,0.003122130854308065
tt0022611,6.004097796746279e-05
tt0022718,0.0039026635678850816
tt0022765,7.692750302081171e-05
tt0022787,0.0010644765052148092
tt0022877,0.0012139535232796384
tt0022924,0.0001169548216657869
tt0023002,0.0003677509900507096
tt0023190,0.00017511951907176647
tt0023284,0.0005997843528208002
tt0023345,0.0004709464209322863
tt0023412,3.564933066818103e-05
tt0023448,1.0632256515071536e-05
tt0023623,1.5010244491865698e-05
tt0023649,0.012930074776034644
tt0023933,5.6913843698324104e-05
tt0023942,5.4412136283013154e-05
tt0024196,6.504439279808469e-05
tt0024310,8.068006414377813e-05
tt0024441,4.1903599206458406e-05
tt0024480,0.00029832860927583074
tt0024689,4.503073347559709e-05
tt0024710,0.00043216995599496655
tt0024720,3.564933066818103e-05
tt0024803,0.005889019255641976
tt0024830,0.00026518098602296066
tt0024844,0.01100438549309904
tt0025043,0.00014509903008803508
tt0025115,2.9395062129903658e-05
tt0025191,0.00017637037277942196
tt0025198,0.00026518098602296066
tt0025279,2.689335471459271e-05
tt0025362,0.0001019445771739212
tt0025397,0.0007924158237997434
tt0025442,0.0003408576353361169
tt0025471,0.00016136012828755626
tt0025480,0.0006310556955121871
tt0025509,0.0012370943168712647
tt0025744,2.0013659322487597e-05
tt0025892,2.7518781568420446e-05
tt0025898,0.0013108946856229377
tt0026023,0.00041215629667247896
tt0026095,0.00045968873756338703
tt0026103,7.505122245932849e-06
tt0026193,5.503756313684089e-05
tt0026280,0.00010819884571219858
tt0026546,1.2508537076554748e-05
tt0026556,0.00011632939481195916
tt0026564,0.0008824772907509375
tt0026660,0.0001719923848026278
tt0026703,0.00013821933469592996
tt0026859,0.00010569713829688763
